,ID,Titles,Date,Author,Technique,Height(cm),Width(cm),Series,Origin,Support
7024,HF00168,"Iglesia de Todos los Santos, Sherbourne, Warwickshire",1860 - 1875,Anónimo,Albúmina,93,56,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7025,HF00170,Exterior de una iglesia neogótica. Dibujo,1860 - 1875,"Schäfer, Julius",Albúmina,91,57,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7026,HF00169,"Catedral de Salisbury, fachada",1860 - 1875,Anónimo,Albúmina,93,56,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7027,HF00171,Exterior de una iglesia neogótica. Dibujo,1860 - 1875,"Schäfer, Julius",Albúmina,85,55,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7028,HF00172,Iglesia en Berg,1860 - 1875,Anónimo,Albúmina,87,56,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7029,HF00272,"Catedral de Canterbury, capilla de san Miguel, también conocida como capilla de los Guerreros o capilla Buff",1860 - 1875,"Fry, Samuel",Albúmina,229,281,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7030,HF00278,Vista lateral de la catedral de Canterbury,1860 - 1875,"Fry, Samuel",Albúmina,229,280,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7031,HF00286,Catedral de Salisbury. Sala Capitular.,1860 - 1875,Anónimo,Albúmina,115,188,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7032,HF00489,Aldea Blaise en Bristol,1860 - 1875,Anónimo,Albúmina,82,190,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7033,HF00668,Dolorosa,1860 - 1875,"Montalvo Sastre, Higinio",Albúmina,261,188,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7034,HF00157,Claustro de San Juan de los Reyes de Toledo,1860 - 1880,Anónimo,Albúmina,86,72,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7035,HF00190,Adoración de los pastores. Relieve,1860 - 1880,Anónimo,Albúmina,117,222,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7036,HF00189,La huida a Egipto. Relieve,1860 - 1880,Anónimo,Albúmina,120,173,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7037,HF00232,Sepulcro del arcediano Fernando Díaz de Fuentepelayo en la Catedral de Burgos,1860 - 1880,Anónimo,Albúmina,382,241,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7038,HF00239,Empuñadura de la espada de Boabdil,1860 - 1880,Anónimo,Albúmina,343,290,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7039,HF00240,Empuñadura en plata de un espadín del siglo XVIII,1860 - 1880,Anónimo,Albúmina,335,231,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7040,HF00248,Estatua orante de un cardenal,1860 - 1880,Anónimo,Albúmina,179,132,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7041,HF00291,Puente de América en Zaragoza,Antes de  1880,Anónimo,Albúmina,186,233,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7042,HF00324,Puerta del Carmen en Zaragoza,Antes de  1880,Anónimo,Albúmina,190,261,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7043,HF00325,Vista posterior de la Basílica del Pilar de Zaragoza,Antes de  1880,Anónimo,Albúmina,190,253,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7044,HF00326,Paso del Canal Imperial de Aragón sobre el río Huerva,Antes de  1880,Anónimo,Albúmina,192,253,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7045,HF00385,Vista posterior de la Basílica del Pilar de Zaragoza,Antes de  1880,Anónimo,Albúmina,217,283,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7046,HF00469,Vista de Zaragoza con la Torre Nueva,Antes de  1880,Anónimo,Albúmina,222,285,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7047,HF00473,Vista posterior de la Basílica del Pilar de Zaragoza,Antes de  1880,Anónimo,Albúmina,284,218,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7048,HF00647,Ramón Sanjuán,Después de  1860,Anónimo,Albúmina,196,162,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7049,HF00008,Rembrandt en su taller,1861,"Bingham, Robert Jefferson",Albúmina,234,193,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_6434b428-e11a-4d7a-985c-0b9dee2217c0_ff4c3803-8b6d-42c9-a9bc-63a6b2c156ab"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Galerie photographique, Paris; London: Goupil &amp; Cie., 1861, n. 93.</dd>","Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7050,HF00009,Phryné delante del tribunal,1861,Goupil,Albúmina,196,319,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_7f57e19d-d0f1-4e79-9a66-7ebd893a4df4_bddcefb3-d9fb-4fcb-8906-75b3feecc44e"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Serie: Galerie photographique, Paris; London; Goupil &amp; Cie., 1861, n. 103.</dd>","Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7051,HF00300,Fachada del Hospital de la Santa Cruz de Toledo,1861 - 1868,"Laurent y Minier, Juan",Albúmina,254,333,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7052,HF00346,Cabecera occidental de la Iglesia de los Santos Apóstoles en Colonia,1861 - 1868,Gebr. Schönscheidt,Albúmina,160,109,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7053,HF00518,Cecilia de Madrazo y Kuntz,1861 - 1868,"Laurent y Minier, Juan",Albúmina,229,183,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7054,HF00626,Cecilia de Madrazo y Kuntz,1861 - 1868,"Laurent y Minier, Juan",Albúmina,228,181,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7055,HF00642,Retrato de tres cuartos de una mujer con abanico,1861 - 1868,"Laurent y Minier, Juan",Albúmina,173,126,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7056,HF00648,Retrato de hombre,1861 - 1868,"Laurent y Minier, Juan",Albúmina,180,159,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7057,HF00847,soggetti dal vero,Hacia  1866,"Belli, Filippo",Albúmina,92,55,,"Adquirido por el Museo del Prado en Durán Subastas de Arte, Madrid, 8 de noviembre de 2011.",Papel fotográfico
7058,HF00113,Traslación de san Francisco de Asís,Hacia  1866,Anónimo,Albúmina,211,307,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7059,HF05324,Tarjeta de visita del fotógrafo Laurent con publicidad de la empresa,Hacia  1866,"Laurent y Minier, Juan",Papel leptográfico,70,100,,"Archivo del Museo del Prado, 1866",Papel fotográfico
7060,HF00828/070,"El Consejo de Ministros presidido por Isabel II, declara la guerra a Marruecos",Hacia  1866,"Laurent y Minier, Juan",Albúmina,241,281,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_d9a11a0a-9895-4e69-adad-762612ec62b3_3064c1f4-1f8c-4787-8e7e-454618d02692"" property=""ecidoc:p46i_E78_p102_forms_part_of"">J. Laurent y Cía. Oeuvres d'art en photographie. L’Éspagne et le Portugal au point de vue artistique, monumental et pittoresque... Madrid; Paris: J. Laurent et Cie., [ca. 1879]. Vol. A6</dd>","Durán Subastas de Arte, Madrid (Adquirido en 2004 por el Museo del Prado)",Papel fotográfico
7061,HF00117,Representación del ''Tocador de flauta'' y de ''La mujer de Diómedes'' en casa del príncipe Napoleón,Después de  1861,"Bingham, Robert Jefferson",Albúmina,117,178,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7062,HF00271,Puerta de entrada del Alcázar Real en Sevilla,1862,"Clifford, Charles",Albúmina,395,318,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7063,HF00288,Fachada de una fonda en la plaza de San Pablo de Valencia para el servicio del ferrocarril. Dibujo,1862,Anónimo,Albúmina,113,175,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7064,HF00101,Godofredo de Bouillon en el monte Sinaí,1862 - 1867,"Laurent y Minier, Juan",Albúmina,293,218,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7065,HF00080,La Era de la Reforma,1862 - 1868,"Laurent y Minier, Juan",Albúmina,339,408,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7066,HF00234,Rodela,1862 - 1868,"Laurent y Minier, Juan",Albúmina,343,257,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7067,HF00233,Arqueta de Madrid,1862 - 1868,"Laurent y Minier, Juan",Albúmina,208,417,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7068,HF00235,Silla de montar,1862 - 1868,"Laurent y Minier, Juan",Albúmina,273,359,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7069,HF00236,Bandeja,1862 - 1868,"Laurent y Minier, Juan",Albúmina,343,249,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7070,HF00143,Las Marías en el Sepulcro,Hacia  1867,"Laurent y Minier, Juan",Albúmina,212,243,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7071,HF00268,Fachada de la Catedral de Burgos,Hacia  1867,"Laurent y Minier, Juan",Albúmina,342,254,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7072,HF00681,"Museo del Prado, vista de la galería de escultura",Hacia  1867,"Laurent y Minier, Juan",Albúmina,80,151,,"Miguel Hervás León, Madrid; Adquisición 2008",Papel fotográfico
7073,HF00153,Interior de Santa María la Blanca de Toledo,1863 - 1865,"Begué, Alfonso",Albúmina,91,89,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7074,HF00156,Vista de la Puerta del Sol en Toledo,1863 - 1865,"Begué, Alfonso",Albúmina,100,78,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7075,HF00158,Puerta de los Leones de la Catedral de Toledo,1863 - 1865,"Begué, Alfonso",Albúmina,97,90,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7076,HF00229,Improntas humanas halladas en Pompeya el 5 de febrero de 1863,1863 - 1866,Sommer & Behles,Albúmina,177,236,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7077,HF00230,Impronta humana hallada en Pompeya el 5 de febrero de 1863,1863 - 1866,Sommer & Behles,Albúmina,173,232,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7078,HF00572,Salvador Donato,Hacia  1868,"Suárez, J.",Albúmina,133,103,,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel fotográfico
7079,HF00825/032,Santa Isabel de Hungría curando a los niños tiñosos,Hacia  1868,"Laurent y Minier, Juan",Albúmina,347,250,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_ff9f7326-a47d-41ee-bd21-3c4a9fcbb14f_e45285b4-ae0e-4019-b8ce-341241ed7f61"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Catálogos comerciales de obras de arte en fotografía de J. Laurent y Cía</dd>","Adquirido en Durán Subastas de Arte, Madrid, 2004",Papel fotográfico
7080,HF00825/033,Resurrección,Hacia  1868,"Laurent y Minier, Juan",Albúmina,327,220,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_ed47f9a5-5182-409a-a306-579ca3f1e76a_b5b3b61b-df74-4d1e-a1e1-0145068ea705"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Catálogos comerciales de obras de arte en fotografía de J. Laurent y Cía</dd>","Adquirido en Durán Subastas de Arte, Madrid, 2004",Papel fotográfico
7081,HF00825/034,San Diego da de comer a los pobres,Hacia  1868,"Laurent y Minier, Juan",Albúmina,261,273,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_1b4e62f8-3c8a-45fd-93fd-0821d4f8f931_81ab1e4a-b64d-4c91-87db-80061655e4a9"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Catálogos comerciales de obras de arte en fotografía de J. Laurent y Cía</dd>","Adquirido en Durán Subastas de Arte, Madrid, 2004",Papel fotográfico
7082,HF00825/035,San Francisco confortado por un ángel,Hacia  1868,"Laurent y Minier, Juan",Albúmina,259,270,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_c1e19581-e0a5-4e23-992d-452fbebad115_89eaaa51-0e31-4684-af3a-e638724d80fe"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Catálogos comerciales de obras de arte en fotografía de J. Laurent y Cía</dd>","Adquirido en Durán Subastas de Arte, Madrid, 2004",Papel fotográfico
7083,HF00825/036,Fundación de Santa María Maggiore de Roma: I. El sueño del patricio Juan,Hacia  1868,"Laurent y Minier, Juan",Albúmina,168,375,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_b8ecf472-d74a-4005-b384-67e660d4f3c9_1bd81925-373d-482f-a9ce-fff980f05e15"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Catálogos comerciales de obras de arte en fotografía de J. Laurent y Cía</dd>","Adquirido en Durán Subastas de Arte, Madrid, 2004",Papel fotográfico
7084,HF00825/037,Fundación de Santa María Maggiore de Roma. II. El patricio revela su sueño al papa Liberio,Hacia  1868,"Laurent y Minier, Juan",Albúmina,166,374,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_21827d0a-920b-44a8-8c67-2f963d9406c0_e6ac94a3-48db-4feb-9ae4-58c642d982ce"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Catálogos comerciales de obras de arte en fotografía de J. Laurent y Cía</dd>","Adquirido en Durán Subastas de Arte, Madrid, 2004",Papel fotográfico
7085,HF00825/038,Virgen con el Niño,Hacia  1868,"Laurent y Minier, Juan",Albúmina,293,235,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_8113d957-77e6-4edc-b833-01585ca774c6_936392fc-646e-42c4-85bd-e67c8f677796"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Catálogos comerciales de obras de arte en fotografía de J. Laurent y Cía</dd>","Adquirido en Durán Subastas de Arte, Madrid, 2004",Papel fotográfico
7086,HF00825/092,Fray Pedro Machado,Hacia  1868,"Laurent y Minier, Juan",Albúmina,327,210,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_7e0032f4-46e6-41f8-bd57-6a301bdfa084_4684ef3e-11b1-474a-be8e-57cbd8655a90"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Catálogos comerciales de obras de arte en fotografía de J. Laurent y Cía</dd>","Adquirido en Durán Subastas de Arte, Madrid, 2004",Papel fotográfico
7087,HF00825/093,Fray Alonso de Sotomayor,Hacia  1868,"Laurent y Minier, Juan",Albúmina,332,210,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_b2641218-669c-44e0-8617-9b7e7f6f5093_cd2a1107-e0d9-4941-8c41-f87dd4463efd"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Catálogos comerciales de obras de arte en fotografía de J. Laurent y Cía</dd>","Adquirido en Durán Subastas de Arte, Madrid, 2004",Papel fotográfico
7088,HF00825/094,Fray Jerónimo Pérez,Hacia  1868,"Laurent y Minier, Juan",Albúmina,328,210,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_d7a7e355-cd23-43ba-9eb1-49c3ad5a6084_99384682-8ee1-47fd-aa3e-8b4c41e8db6d"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Catálogos comerciales de obras de arte en fotografía de J. Laurent y Cía</dd>","Adquirido en Durán Subastas de Arte, Madrid, 2004",Papel fotográfico
7089,HF00825/095,Fray Hernando de Santiago,Hacia  1868,"Laurent y Minier, Juan",Albúmina,333,213,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_434c8f7a-9134-4c77-ac5f-c259053dbead_43d21db1-27b8-49ce-817d-c5c1864a8736"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Catálogos comerciales de obras de arte en fotografía de J. Laurent y Cía</dd>","Adquirido en Durán Subastas de Arte, Madrid, 2004",Papel fotográfico
7090,HF00825/096,Fray Francisco Zumel,Hacia  1868,"Laurent y Minier, Juan",Albúmina,323,208,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_88c51951-12dd-488b-9d1d-09f9d4b14196_febe765d-6891-47d3-bc12-997892aa294f"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Catálogos comerciales de obras de arte en fotografía de J. Laurent y Cía</dd>","Adquirido en Durán Subastas de Arte, Madrid, 2004",Papel fotográfico
