,ID,Titles,Date,Author,Technique,Height(cm),Width(cm),Origin,Support
8946,D002292,Minerva,1590 - 1595,"Spranger, Bartholomeus",Aguada parda,179,119,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, agarbanzado"
8947,D002131,Virgen y el Niño con Santa Cecilia y la Magdalena,Hacia  1595,"Reni, Guido",Pluma,352,538,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
8948,D000012,Grutescos decorativos con roleos y un amorcillo,1590 - 1600,Anónimo,Lápiz,180,350,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
8949,D001657,Paisaje rocoso,1590 - 1610,"Ligozzi, Jacopo",Aguada parda,323,424,Colección Real,Papel amarillento
8950,D003673,Cuarenta años de amistad. Donaciones de la Fundación de Amigos del Museo del Prado,1590 - 1654,"Herrera el Viejo, Francisco de",Pluma de caña,240,200,"Donación Fundación Amigos del Museo del Prado, 1983",Papel verjurado
8951,D000089,Vida de San Lorenzo,Hacia  1598,"Carducho, Vicente",Lápiz negro,181,120,Colección Real,"Papel verjurado, amarillento"
8952,D006407,Loca,1594,"Ávila, Hernando de",Acuarela,350,245,Colección Real (Fernanda Muñoz Foxá se lo vende a José de Madrazo con destino al Real Museo de Pintura y Escultura),Papel
8953,D001418,Figuras en una tribuna,Hacia  1600,Anónimo,Aguada,181,283,"Legado Juan Allende-Salazar y Zaragoza, 1939",Papel
8954,D001544,"Figura femenina de medio cuerpo, con las manos alzadas en oración / Figura masculina de medio cuerpo, vista de espaldas",Hacia  1600,Anónimo,Clarión,166,175,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
8955,D001572,Camino del Calvario,Hacia  1600,Anónimo,Aguada,240,194,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
8956,D001581,Dos ángeles,Hacia  1600,Anónimo,Sanguina,136,84,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
8957,D001594,"La Virgen y el Niño con Santa Catalina, Santa Agueda, San Pablo y un santo obispo",Hacia  1600,Anónimo,Aguada,280,195,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
8958,D001609,La Virgen coronada por ángeles,Hacia  1600,Anónimo,Aguada,195,180,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
8959,D001614,Anunciación,Hacia  1600,Anónimo,Aguada parda,255,197,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
8960,D001623,Cristo bendiciendo a una mujer arrodillada,Hacia  1600,Anónimo,Aguada,91,106,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
8961,D001645,Ángel en una pechina,Hacia  1600,Anónimo,Pluma,168,116,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
8962,D001693,il Giovane.,Hacia  1600,"Palma el Joven, Jacopo",Aguada,253,175,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel
8963,D001774,"Figura masculina con barba, de tres cuartos",Hacia  1600,Anónimo,Pluma,203,230,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel
8964,D001831,Desnudo masculino visto de espaldas,Hacia  1600,Anónimo,Sanguina,403,204,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel
8965,D002960,"Adoración del becerro de oro,",Hacia  1600,Anónimo,Aguada agrisada,526,410,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel marrón
8966,D002995,"Dibujos italianos del siglo XVI,",Hacia  1600,"Cesi, Bartolomeo",Aguada,385,240,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
8967,D003019,Procesión de los Magos,Hacia  1600,Anónimo,Lápiz,275,470,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel
8968,D003041,Escena de la vida de un santo franciscano,Hacia  1600,Passignano,Aguada,276,203,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel
8969,D003829,Friso con episodios de la vida de Mucio Scaevola,Hacia  1600,Anónimo,Aguada,153,1585,Colección Real,Papel pegado en lienzo
8970,D002123,ignudo,1597 - 1601,"Carracci, Annibale",Aguada,489,381,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
8971,D000916,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1600 - 1625,Anónimo,Aguada parda,277,174,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
8972,D000928,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1600 - 1625,Anónimo,Aguada parda,278,184,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
8973,D000967,"Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,",1600 - 1625,Anónimo,Sanguina,227,170,Colección Real,Papel agarbanzado
8974,D001022,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1600 - 1625,Anónimo,Lápiz negro,81,114,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel marrón
8975,D001069,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1600 - 1625,Anónimo,Aguada parda,116,155,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel blanco
8976,D000730,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1600 - 1635,Anónimo,Sanguina,154,230,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
8977,D000851,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1600 - 1635,Anónimo,Aguada parda,115,83,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
8978,D000942,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1600 - 1635,Anónimo,Sanguina,162,259,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
8979,D000943,Nacimiento de la Virgen,1600 - 1635,Anónimo,Sanguina,258,307,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel marrón
8980,D000954,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1600 - 1650,Anónimo,Aguada parda,268,192,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel marrón
8981,D007750,Scala Regia,1600 - 1661,Anónimo,Sanguina,215,132,"Colección de la familia Madrazo (José de Madrazo y sus hijos Federico, Luis y Juan de Madrazo y Kuntz); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Papel verjurado
8982,D002991,"San Pedro curando al paralítico,",Hacia  1606,"Cardi, Ludovico",Aguada,465,285,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
8983,D003173,il Cavaliere d`Arpino.,Hacia  1606,"Arpino, Il cavaliere d'",Sanguina,226,180,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel
8984,D000206,"Estos lienzos lo cierto es que son / moderada la estimacion que les doy.../ a 15 pesos pues cosas ay en Cadiz que.../ van lexos del meritto déstas.../ posicion reflexionara V.Sa a lo que se... / he dado quenta de todo lo mexor que... / y veo que a estas mexores que... / encar V.Sa no inchina por ser... /los tamaños son propios y lo que... / manadas en tamaños medianitos y... / de merito son los siguiente... / el campo de cavalleros y madamas... / figuras bien tratado, marco negro... / ... rrado nuevo... / Sapatero con figuras en el lexos y... / bra marco dorado nuevo... / marco negro rivete dorado... / y la entrada de david con la cavesa... /muchas figuras bosquejo pero con .../ magisterio, marcos dorados nuevos... / piesas pongo una con otra en 60 pesos... / precio del qual no puedo rebaxar... / y hauiendo revenido... a ver... / V.Sa Ramon dixome de que esta... / a V.Sa y aun creo que le habra... / un apunte que me pidio que no le... / atension de que puede tener tal carg... / V.Sa no me previno de nada en este... / no creo de que V.Sa juzga que esta... / luces para arbitrar algo con... / nuestra aflicion, de suerte que en... / tos que V.Sa podra determinar.../ formarnos siendo en la manera... / solo de V.Sa a mi, y lo que V.Sa.../ esto dispondre lo que me parezca... / equidad que antes sea mas que menos... / ndo a presentes quizas no haria... / puedo atender a intervenciones siendo... / no hemos necesitado ninguna ni... / itaremos pues V.Sa tiene tan buena... / mexor que ay por aqui en este... / Va Sa y no deseo nada mas sino... / de eso le puse el mas moderado precio... / y se puede decir es conveniencia. ",Principio del siglo XVII,Anónimo,Pluma,252,120,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
8985,D000242,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Principio del siglo XVII,Anónimo,Albayalde,184,140,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel oscuro
8986,D000257,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Principio del siglo XVII,Anónimo,Aguada parda,290,260,Colección Real,Papel
8987,D000294,Estudio para figura en pie,Principio del siglo XVII,Anónimo,Pluma,144,133,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
8988,D000295,Dos estudios para figuras en pie,Principio del siglo XVII,Anónimo,Pluma,145,82,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
8989,D000313,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Principio del siglo XVII,Anónimo,Lápiz negro,190,145,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel oscuro
8990,D000850,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Principio del siglo XVII,"Scarsella, Ippolito",Albayalde,250,182,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
8991,D000980,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Principio del siglo XVII,Anónimo,Lápiz negro,224,302,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel marrón
8992,D001454,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Principio del siglo XVII,Anónimo,Aguada parda,189,74,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
8993,D001641,Putti desnudos tocando instrumentos y bailando,Principio del siglo XVII,"Pollini, Cesare Franchi",Aguada,119,173,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
8994,D001698,San Juan Bautista entre San Jerónimo y San Benito (¿?),Principio del siglo XVII,"Bertanza, Andrea",Aguada,320,215,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel
8995,D001777,Entrada de Cristo en Jerusalén,Principio del siglo XVII,"Coccapani, Sigismondo",Pluma,359,280,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
8996,D002122,San Sebastián,Principio del siglo XVII,"Arpino, Il cavaliere d'",Clarión,368,258,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
8997,D002195,Academias,Principio del siglo XVII,"Borgianni, Orazio",Sanguina,268,173,Colección Real,Papel blanco
8998,D003042,Retablo con la aparición de la Virgen y el Niño a cuatro santos,Principio del siglo XVII,Passignano,Aguada,305,197,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
8999,D003048,,Principio del siglo XVII,Anónimo,Aguada parda,480,387,"Colección Lefort; Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
9000,D003656,San José y el Niño Jesús / Parte inferior de un cuerpo desnudo,Principio del siglo XVII,Anónimo,Aguada parda,217,145,"Legado Pedro Beroqui Martínez, 1958",Papel agarbanzado
9001,D001000,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Principio del siglo XVII,Anónimo,Clarión,292,191,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agrisado
9002,D001007,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Principio del siglo XVII,"Arpino, Il cavaliere d'",Lápiz negro,102,139,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel marrón
9003,D001009,"Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,",Principio del siglo XVII,Anónimo,Sanguina,111,91,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9004,D001011,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Principio del siglo XVII,Anónimo,Pluma,154,213,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9005,D001031,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Principio del siglo XVII,Anónimo,Clarión,121,188,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9006,D001073,Virgen con el Niño,Principio del siglo XVII,"Ridolfi, Carlo",Aguada agrisada,130,78,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel blanco
9007,D000298,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Primer cuarto del siglo XVII,Anónimo,Clarión,193,210,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel oscuro
9008,D000728,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1625,Anónimo,Aguada parda,235,200,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel blanco
9009,D000907,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1625,Anónimo,Sanguina,165,123,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9010,D000925,Catálogo de dibujos. VI. Dibujos italianos del siglo X,1601 - 1625,Anónimo,Aguada parda,388,278,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9011,D000926,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1625,Anónimo,Aguada parda,160,149,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9012,D000929,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1625,Anónimo,Aguada parda,292,207,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9013,D000930,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1625,Anónimo,Sanguina,136,108,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9014,D000936,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1625,Anónimo,Aguada agrisada,156,137,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9015,D000950,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1625,Anónimo,Aguada parda,124,211,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel blanco
9016,D000966,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1625,Anónimo,Lápiz negro,159,179,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agrisado
9017,D001773,Cabeza masculina,Primer cuarto del siglo XVII,Anónimo,Pluma,113,95,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel amarillento
9018,D002071,Santa Águeda,Primer cuarto del siglo XVII,"Cortona, Pietro da",Aguada azulada,168,220,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel marrón
9019,D002111,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Primer cuarto del siglo XVII,"Brizio, Francesco",Aguada parda,191,150,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9020,D002184,Hallazgo de Moisés,Primer cuarto del siglo XVII,"Saraceni, Carlo",Óleo,341,234,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel
9021,D001032,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1625,Anónimo,Aguada parda,288,179,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel blanco
9022,D001033,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1625,Anónimo,Pluma,283,203,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9023,D001051,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1625,Anónimo,Sanguina,96,72,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9024,D001064,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1625,Anónimo,Lápiz negro,142,140,Servicio de Recuperación,Papel agrisado
9025,D001068,Medea consigue con sus conjuros el carro tirado por dragones,1601 - 1625,Anónimo,Aguada parda,96,63,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9026,D000964,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1630,Anónimo,Aguada parda,172,139,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9027,D000088,"Libro de Tobías, ",Primer tercio del siglo XVII,"Carducho, Vicente",Albayalde,303,200,Servicio de Recuperación,"Papel verjurado, oscuro"
9028,D000090,Aparición de Cristo y la Virgen a San Agustín,Primer tercio del siglo XVII,"Carducho, Vicente",Aguada parda,252,141,Servicio de Recuperación,"Papel verjurado, amarillento"
9029,D000144,Esteban y Miguel March,Primer tercio del siglo XVII,"March, Esteban",Pluma,163,232,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9030,D000228,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Primer tercio del siglo XVII,Anónimo,Aguada parda,246,178,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9031,D000712,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Primer tercio del siglo XVII,"Cavedone, Giacomo",Aguada parda,232,176,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel teñido
9032,D000889,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Primer tercio del siglo XVII,Anónimo,Lápiz negro,106,150,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9033,D000921,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Primer tercio del siglo XVII,Anónimo,Aguada parda,211,159,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel blanco
9034,D001356,"Catálogo de dibujos. VII. Dibujos italianos del siglo XVIII y del siglo XIX,",Primer tercio del siglo XVII,"Hallé, Claude-Guy",Aguada parda,231,163,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel verdoso
9035,D001456,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Primer tercio del siglo XVII,Anónimo,Aguada parda,187,130,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9036,D001832,"El joven Jesús saliendo del Templo tras su discusión con los Doctores, acompañado por la Virgen María y San José",Primer tercio del siglo XVII,"Balducci, Giovanni",Aguada,255,194,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agrisado
9037,D002086,Retrato de caballero / Figura femenina con niño en brazos,Primer tercio del siglo XVII,"Cajés, Eugenio",Lápiz negro,287,216,Colección Real,Papel amarillento
9038,D002144,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Primer tercio del siglo XVII,"Chimenti, Jacopo",Aguada agrisada,217,191,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel blanco
9039,D002155,Milagro de la Sangre,Primer tercio del siglo XVII,"Bononi, Carlo",Clarión,416,265,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel marrón
9040,D002160,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Primer tercio del siglo XVII,"Cantarini, Simone",Sanguina,215,289,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9041,D002954,Ecce Homo,Primer tercio del siglo XVII,"Ansaldo, Giovanni Andrea",Aguada,192,392,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9042,D005986,Un cardenal y un obispo,Primer tercio del siglo XVII,"Carducho, Vicente",Aguada parda,168,227,"Colección Adolphe Stein, París; adquisición con fondos del legado Villaescusa, 1993",Papel marrón
9043,D005987,Escena de la vida de San Francisco de Asís,Primer tercio del siglo XVII,"Carducho, Vicente",Aguada parda,166,200,"Colección Adolphe Stein, París; adquisición con fondos del legado Villaescusa, 1993",Papel marrón
9044,D005988,Escena de la vida de Santa Teresa,Primer tercio del siglo XVII,"Carducho, Vicente",Aguada parda,161,290,"Colección Adolphe Stein, París; adquisición con fondos del legado Villaescusa, 1993",Papel marrón
9045,D008559,Abrazo entre san Francisco y santo Domingo,Primer tercio del siglo XVII,Anónimo,Aguada agrisada,266,218,"Adscripción, 2010",Papel avitelado
9046,D000026,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Primer tercio del siglo XVII,"Cajés, Eugenio",Lápiz negro,175,217,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9047,D000029,Asunción de la Virgen,Primer tercio del siglo XVII,"Cajés, Eugenio",Lápiz negro,250,185,Colección Real,Papel amarillento
9048,D000030,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Primer tercio del siglo XVII,"Cajés, Eugenio",Aguada parda,153,255,Colección Real,Papel amarillento
9049,D000031,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Primer tercio del siglo XVII,"Cajés, Eugenio",Aguada roja,170,145,Colección Real,Papel amarillento
9050,D000032,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Primer tercio del siglo XVII,"Cajés, Eugenio",Aguada rojiza,162,111,Colección Real,Papel amarillento
9051,D000033,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Primer tercio del siglo XVII,"Cajés, Eugenio",Aguada parda,173,120,Colección Real,Papel amarillento
9052,D000035,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Primer tercio del siglo XVII,"Cajés, Eugenio",Aguada parda,184,72,Colección Real,"Papel verjurado, amarillento"
9053,D000037,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Primer tercio del siglo XVII,"Cajés, Eugenio",Lápiz,152,110,Colección Real,Papel amarillento
9054,D000038,Ángeles músicos,Primer tercio del siglo XVII,"Cajés, Eugenio",Lápiz negro,200,125,Colección Real,"Papel verjurado, amarillento"
9055,D000044,"Bodas de Canaá,",Primer tercio del siglo XVII,"Cajés, Eugenio",Lápiz negro,226,131,Colección Real,Papel amarillento
9056,D000045,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Primer tercio del siglo XVII,"Cajés, Eugenio",Pluma,153,202,Colección Real,"Papel verjurado, amarillento"
9057,D000955,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Primer tercio del siglo XVII,Anónimo,Aguada,202,110,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9058,D000904,Catálogo de dibujos. VI. Dibujos italianos del siglo XV,1601 - 1635,Anónimo,Aguada parda,147,190,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel blanco
9059,D000933,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1635,Anónimo,Sanguina,415,296,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agrisado
9060,D000961,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1635,Anónimo,Sanguina,145,125,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9061,D001049,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1635,Anónimo,Lápiz negro,92,86,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel blanco
9062,D001063,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1635,Anónimo,Aguada parda,119,164,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9063,D000134,Tres siglos de dibujo sevillano,Primera mitad del siglo XVII,"Herrera el Viejo, Francisco de",Aguada parda,241,115,Colección Real,Papel amarillento
9064,D000135,Tres siglos de dibujo sevillano,Primera mitad del siglo XVII,"Herrera el Viejo, Francisco de",Pluma,108,80,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9065,D000147,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Primera mitad del siglo XVII,"Leonardo, Jusepe",Aguada parda,220,150,Colección Real,"Papel verjurado, amarillento"
9066,D000239,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Primera mitad del siglo XVII,Anónimo,Aguada parda,172,232,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9067,D000240,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Primera mitad del siglo XVII,Anónimo,Aguada parda,430,270,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","Papel verjurado, amarillento"
9068,D000303,Catálogo de dibujos. I. Dibujos españoles de los siglos XV-XVI-XVII,Primera mitad del siglo XVII,Anónimo,Sanguina,235,146,Colección Real,"Papel verjurado, amarillento"
9069,D000307,Carducci,Primera mitad del siglo XVII,Anónimo,Lápiz negro,210,272,Servicio de Recuperación,Papel agrisado
9070,D000837,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Primera mitad del siglo XVII,"Reni, Guido",Lápiz negro,333,270,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agrisado
9071,D000914,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1650,Anónimo,Sanguina,149,173,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9072,D000915,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Primera mitad del siglo XVII,Anónimo,Aguada parda,156,229,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9073,D000924,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1650,Anónimo,Aguada agrisada,283,208,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel marrón
9074,D000953,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Primera mitad del siglo XVII,Anónimo,Carboncillo,280,202,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel marrón
9075,D001445,Figura de Cristo para una composición del ''Noli me tangere'',Primera mitad del siglo XVII,Anónimo,Pluma,177,95,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel
9076,D001475,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1650,Anónimo,Sanguina,166,136,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9077,D001479,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1650,Anónimo,Sanguina,140,106,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9078,D001497,"Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,",Primera mitad del siglo XVII,Anónimo,Pluma,315,200,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9079,D001502,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,1601 - 1650,Anónimo,Lápiz negro,406,266,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
9080,D001519,Catálogo de dibujos. VI. Dibujos italianos del siglo XVII,Primera mitad del siglo XVII,Anónimo,Aguada parda,262,350,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Papel agarbanzado
