,ID,,Titles,Date,Author,Technique,Height(cm),Width(cm),Origin,Support
6544,P007984,26,"Ana María, Hija Del Pintor",1918,"Álvarez de Sotomayor y Zaragoza, Fernando",Óleo,"42,5",35,"Donación de los herederos del pintor para el Museo de Arte Moderno, 1961; Museo Español de Arte Contemporáneo, 1968-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016",Lienzo
6545,P007571,88,Artistas Pintados: Retratos De Pintores Y Escultores Del Siglo Xix En El Museo Del Prado,1918,"Bonnat, Léon-Joseph",Óleo,"81,5",65,"Donación del autor para el Museo de Arte Moderno, 1919; Museo de Arte Moderno, 1919-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6546,P008197,18,Reflejos. Betanzos,1918,"Llorens Díaz, Francisco",Óleo,105,"80,5","Donación Eva Llorens, hija del artista, al Museo Español de Arte Contemporáneo, 1976; Museo Nacional Centro de Arte Reina Sofía, 2016.",Lienzo
6547,P008061,12,Autorretrato,1918,"Simonet Lombardo, Enrique",Óleo,97,55,"Museo Nacional de Arte Moderno, hasta 1971; Museo Español de Arte Contemporáneo, 1971-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
6548,P006883,16,Costa De Santoña,1918 - 1920,"Morera y Galicia, Jaime",Óleo,61,101,"Museo de Arte Moderno, hasta 1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6549,P007568,46,"Ángela Benlliure, Hija Del Pintor, Con Trenzas",1918 - 1920 (Hacia),"Benlliure y Gil, Juan Antonio",Óleo,175,76,"Donación de Edmunda León al Museo de Arte Moderno, 1931; Museo de Arte Moderno, 1931-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6550,P006962,66,"El Calvario De Simat De Valldigna, O Paisaje De Simat De Valldigna",1919,"Andreu y Sentamans, Teodoro",Óleo,64,81,"Adquirido al autor, 1928; Museo de Arte Moderno, 1928-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6551,P007143,34,Paisaje Marino (Sidi Ferruch 1919),1919,"Rochegrosse, George Antoine",Óleo,61,80,"Adquisición Museo del Prado, 1986",Lienzo
6552,P003896,7,Paisaje,Hacia  1924,"Aldana Montes, Francisco de Paula",Óleo,73,111,"Adquirido al autor, 1924; Museo de Arte Moderno, 1924-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6553,P008301,16,Bayaderas Indias,Hacia  1924,"Chicharro y Agüera, Eduardo",Óleo,149,140,"Colección señores de Blay, 1966; colección Hans Rudolf Gerstenmaier, 2001-2019; donación Hans Rudolf Gerstenmaier, 2019",Lienzo
6554,P006520,19,Ofelia En El Bosque,1920,"Muñoz Degrain, Antonio",Óleo,70,115,"Adquirido con destino al Museo de Arte Moderno, 1927; Museo de Arte Moderno, 1927-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6555,P007592,88,Artistas Pintados. Retratos De Pintores Y Escultores Del Siglo Xix En El Museo Del Prado,1920,"Pla y Gallardo, Cecilio",Óleo,56,46,"Museo de Arte Moderno, hasta 1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6556,P008042,14,El Primer Rayo,1920,"Domenge y Antiga, Melchor",Óleo,75,100,"Adquirido para el Museo de Arte Moderno, 1928; Museo de Arte Moderno, 1928-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6557,P007871,24,Segovia Al Caer La Tarde,1920,"García Martínez, Emilio",Óleo,99,"125,8","Adquirido al autor para el Museo de Arte Moderno, 1926; Museo de Arte Moderno, 1926-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6558,P006501,6,Marina,1920,"Verdugo Landi, Ricardo",Óleo,99,199,"Adquirido al autor, 1920; Museo de Arte Moderno, 1920-1971; Museo del Prado, 1971",Lienzo
6559,P007784,7,Falenas,1920,"Verger Fioretti, Carlos",Óleo,160,"201,5","Donación de Carlos Verger Ruiz, hijo del pintor, con destino al Museo de Arte Moderno, 1934; Museo de Arte Moderno, 1934-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6560,P004744,18,Peñaranda De Duero,Hacia  1925,"Lezcano Fernández, Carlos María de",Óleo,90,150,"Adquirido con destino al Museo de Arte Moderno, 1930; Museo de Arte Moderno, 1930-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6561,P005859,56,Museo Do Prado. Os Depósitos No Museo Provincial De Lugo,Hacia  1925,"Meifrén Roig, Eliseo",Óleo,46,63,"Legado de Carmen del Río y Fernández con destino al Museo de Arte Moderno, 1935; Museo de Arte Moderno, 1935-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6562,P008099,17,Gustavo Pittaluga,Hacia  1925,"Fromkes, Maurice",Óleo,81,"68,5","Donación de Eva Maryan Halle, esposa del pintor, al Museo de Arte Moderno, 1932; Museo de Arte Moderno, 1932-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6563,P007703,15,Vista De Toledo,Hacia  1925,"Manzano y Arellano, Pablo",Óleo,73,90,"Museo de Arte Moderno, 1925-1971",Lienzo
6564,P004233,16,Niña Con Un Niño,Hacia  1925,"Barrueta y Asteinza, Benito",Óleo,48,35,Museo de Arte Moderno (donación Enriqueta Normand),Cartón
6565,P008101,17,Miguel De Unamuno,Hacia  1925,"Fromkes, Maurice",Óleo,"76,5","66,5","Donación de Eva Maryan Halle, esposa del pintor, al Museo de Arte Moderno, 1932; Museo del Arte Moderno, 1932-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6566,P008100,47,Los Hermanos Joaquín Y Serafín Álvarez Quintero,Hacia  1925,"Fromkes, Maurice",Óleo,95,"89,5","Donación de Eva Maryan Halle, esposa del pintor, al Museo de Arte Moderno, 1932; Museo de Arte Moderno, 1932-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6567,P008102,8,Victoria,Hacia  1925,"Fromkes, Maurice",Óleo,"92,5",81,"Donación de Eva Maryan Halle, esposa del pintor, al Museo de Arte Moderno, 1932; Museo de Arte Moderno, 1932-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6568,P007885,5,Ocaña,Hacia  1925,"Lezcano Fernández, Carlos María de",Óleo,105,135,"Museo de Arte Moderno, hasta 1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6569,P008088,12,Gabriel Miró,Hacia  1925,"Fromkes, Maurice",Óleo,"80,5","69,5","Museo Nacional de Arte Moderno (donación Eva Maryan Halle, esposa del pintor), 1932-1971; Museo Español de Arte Contemporáneo, 1971-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
6570,P008086,14,Gonzalo Lafora,Hacia  1925,"Fromkes, Maurice",Óleo,"77,5","68,5","Museo Nacional de Arte Moderno (donación Eva Maryan Halle, esposa del pintor), 1932-1971; Museo Español de Arte Contemporáneo, 1971-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
6571,P008091,11,Oscar Esplá,Hacia  1925,"Fromkes, Maurice",Óleo,"73,5",50,"Museo Nacional de Arte Moderno (donación Eva Maryan Halle, esposa del pintor), 1932-1971; Museo Español de Arte Contemporáneo, 1971-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
6572,P008084,20,Antonio García Tapia,Hacia  1925,"Fromkes, Maurice",Óleo,51,43,"Museo Nacional de Arte Moderno (donación Eva Maryan Halle), 1932-1971; Museo Español de Arte Contemporáneo, 1971-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
6573,P008092,15,Rafael Altamira,Hacia  1925,"Fromkes, Maurice",Óleo,82,71,"Museo Nacional de Arte Moderno (donación Eva Maryan Halle, esposa del pintor), 1932-1971; Museo Español de Arte Contemporáneo, 1971-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
6574,P008089,11,Joaquín Mir,Hacia  1925,"Fromkes, Maurice",Óleo,"77,5","74,5","Museo Nacional de Arte Moderno (donación Eva Maryan Halle, esposa del pintor), 1932-1971; Museo Español de Arte Contemporáneo, 1971-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
6575,P008090,30,San Francisco Meditando En Pie,Hacia  1925,"Fromkes, Maurice",Óleo,74,"56,5","Museo Nacional de Arte Moderno (donación Eva Maryan Halle, esposa del pintor), 1932-1971; Museo Español de Arte Contemporáneo, 1971-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
6576,P008087,39,"Jacobo Fitz-James Stuart, Duque De Alba",Hacia  1925,"Fromkes, Maurice",Óleo,89,"73,5","Museo Nacional de Arte Moderno (donación Eva Maryan Halle, esposa del pintor), 1932-1971; Museo Español de Arte Contemporáneo, 1971-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
6577,P008085,20,Víctima De La Fiesta,Hacia  1925,"Fromkes, Maurice",Óleo,76,65,"Museo Nacional de Arte Moderno (donación Eva Maryan Halle, esposa del pintor), 1932-1971; Museo Español de Arte Contemporáneo, 1971-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
6578,P008159,14,Salida De Misa,1920 - 1930,"Gárate y Clavero, Juan José",Óleo,143,103,"Legado Antonio Pardo Fraile, en memoria de su esposa Julia Gárate López, hija del autor, 2013",Lienzo
6579,P006457,46,Velas Secándose Después De La Lluvia. Chioggia,Hacia  1926,"Nicot, François",Óleo,38,55,"Museo de Arte Moderno, hasta 1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6580,P006043,19,Abadía De San Cugat,1922,"Gili y Roig, Baldomero",Óleo,126,98,"Adquirido a la viuda del pintor para el Museo de Arte Moderno, 1927; Museo de Arte Moderno, 1927-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6581,P006038,19,Retrato De Mi Mujer,1922,"Ribera Blázquez, José",Óleo,128,104,"Adquirido al autor con destino al Museo de Arte Moderno, 1922; Museo de Arte Moderno, 1922-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6582,P005661,9,El Teatro,1922,"Urgell Carreras, Ricardo",Óleo,88,95,"Adquirido a Rosa Esplugas, viuda del pintor, con destino al Museo de Arte Moderno, 1926; Museo de Arte Moderno, 1926-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6583,P008371,28,La Boloñesa (La Boulonnaise),1922 - 1923,"Blanchard, María",Óleo,100,65,"Colección particular, Francia; Sotheby’s Londres, 3 de diciembre de 1986, lote 311; Drouot, Montaigne, Ader, Picard et Tajan, 1988; Musée Petit Palais, n.º 7835, Ginebra (Suiza), 1989; Oriol Galeria d’Art, Barcelona; vendido a través de la Galería Guillermo de Osma, Madrid, 2000; colección particular, Oviedo; adquirido por el Museo del Prado, con fondos del legado de Carmen Sánchez García, 2021",Lienzo
6584,P008111,20,Delante De Mi Puerta,1923,"Martin, Henri-Jean-Guillaume",Óleo,85,"112,5","Adquirida con destino al Museo de Arte Moderno, 1924; Museo de Arte Moderno, 1924-1968; Museo Español de Arte Contemporáneo, 1968-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6585,P006025,16,El Viejo Esmirna,Hacia  1928,"Manciet, Charles",Óleo,74,61,"Adquirido al autor con destino al Museo de Arte Moderno, 1928; Museo de Arte Moderno, 1928-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6586,P008303,26,Mariquiña Del Valle-Inclán,Hacia  1928,"Echevarría Zuricalday, Juan de",Óleo,46,37,"Galería Lorenart, Madrid, 2004; colección Hans Rudolf Gerstenmaier, 2004-2019; donación Hans Rudolf Gerstenmaier, 2019",Lienzo
6587,P007751,12,Autorretrato,1924,"Bea Pelayo, Luis",Óleo,54,44,"Donación del autor al Museo de Arte Moderno, 1930; Museo de Arte Moderno, 1930-1971",Lienzo
6588,P007955,15,Sátiro Y Ninfas,1924,"Álvarez de Sotomayor y Zaragoza, Fernando",Óleo,"54,5",63,"Donación de los herederos del pintor con destino al Museo de Arte Moderno, 1961; Museo Español de Arte Contemporáneo, 1968-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016",Táblex
6589,P008142,30,Victoria Eugenia De Battenberg,1924,"Österman, Bernhard",Óleo,102,84,"Museo de Arte Moderno, hasta 1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6590,P006447,14,Claveles Rojos,1924,"Ferreras Bertrán, Antonia",Óleo,64,75,"Adquirido a la autora para el Museo de Arte Moderno, 1924; Museo de Arte Moderno, 1924-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6591,P008083,21,La Madonna Del Camino,1924,"Fromkes, Maurice",Óleo,110,"87,5","Museo Nacional de Arte Moderno, 1924-1971; Museo Español de Arte Contemporáneo, 1971-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
6592,P008161,14,Abuela Y Nieto,1924,"Terry, José Antonio",Óleo,"100,7","84,4","Adquirido al autor para el Museo de Arte Moderno, 1925; Museo Español de Arte Contemporáneo, 1971-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
6593,P004176,26,Paisaje Alpestre (Noruega),Hacia  1929,"Svarstad, Anders Castus",Óleo,67,86,"Museo de Arte Moderno, 1930-1971; Museo del Prado, 1971",Lienzo
6594,P006442,8,Interior,Hacia  1929,"Casas Abarca, Pedro",Óleo,120,80,"Adquirido para el Museo de Arte Moderno, 1929; Museo de Arte Moderno, 1929-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6595,P005618,18,Gitana Con Un Niño,Hacia  1929,"Cardona y Lladós, Juan",Óleo,99,81,"Adquirido al autor, 1929; Museo de Arte Moderno, 1929-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6596,P005627,8,Interior,Hacia  1929,"Martí Garcés de Marcilla, José",Óleo,81,71,"Adquisición, 1929; Museo de Arte Moderno",Lienzo
6597,P008093,17,Naturaleza Muerta,Hacia  1929,"Opsomer, Isidoro",Óleo,"73,5","93,3","Museo de Arte Moderno, hasta 1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6598,P007345,21,Alegoría De Alhucemas,Hacia  1929,"Vila Prades, Julio",Óleo,835,434,Encargo oficial para decorar un techo del nuevo Ministerio de Instrucción Pública (Madrid); Museo del Prado,Lienzo
6599,P008129,10,Un Mercado,1925,"Fabrés y Costa, Antonio María",Óleo,"105,5","165,5","Donado por el autor al Museo de Arte Moderno, 1927",Lienzo
6600,P004530,30,Gabriel De Aristizábal (Copia),1925,"Oliver Aznar, Mariano",Óleo,96,77,"Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
6601,P004037,18,Nubes De Primavera,1925,"Fényes, Adolf",Óleo,58,74,"Museo de Arte Moderno, 1930",Lienzo
6602,P008304,14,Familia Gitana,1925,"Echevarría Zuricalday, Juan de",Óleo,73,92,"Colección Hans Rudolf Gerstenmaier, 2009-2019; donación Hans Rudolf Gerstenmaier, 2019",Lienzo
6603,P006453,15,Campesina Vasca,1925 - 1930,"Maura y Montaner, Francisco",Óleo,88,75,"Museo de Arte Moderno, hasta 1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6604,P005858,7,Paisaje,Hacia  1930,"Meifrén Roig, Eliseo",Óleo,54,46,"Legado de Carmen del Río y Fernández con destino al Museo de Arte Moderno, 1935; Museo de Arte Moderno, 1935-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6605,P006558,6,Marina,Hacia  1930,Marín,Óleo,31,40,"Legado de Carmen del Río con destino al Museo de Arte Moderno, 1935; Museo de Arte Moderno, 1935-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6606,P006559,18,Paisaje Con Un Río,Hacia  1930,Marín,Óleo,31,45,"Legado de Carmen del Río y Fernández con destino al Museo de Arte Moderno, 1935; Museo de Arte Moderno, 1935-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6607,P007870,18,El Cacharro Oscuro,Hacia  1930,"Corlin, Gustave Auguste",Óleo,"99,5",80,"Museo de Arte Moderno, 1933-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6608,P008143,9,La Mancha,Hacia  1930,"Vázquez Úbeda, Carlos",Óleo,50,80,"Adquirido a Matilde Vázquez Garrica con destino al Museo Nacional de Arte Moderno, 1961; Museo Español de Arte Contemporáneo, 1971-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
6609,P007893,10,El Cafetín,1926,"Bermejo Sobera, José",Óleo,201,243,"Adquirido para el Museo de Arte Moderno, 1926; Museo de Arte Moderno, 1926-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6610,P007898,61,Pintura Del Siglo Xix En El Museo Del Prado: Catálogo General,1927,"Laszlo de Lombos, Philip Alexius",Óleo,180,100,"Donación del autor con destino al MAM; Museo Nacional Centro de Arte Reina Sofía, 1995",Lienzo
6611,P007900,44,"Victoria Eugenia De Battemberg, Con Mantilla",1927,"Laszlo de Lombos, Philip Alexius",Óleo,93,84,"Donación del autor al Museo de Arte Moderno; Museo Nacional Centro de Arte Reina Sofía, 1995",Lienzo
6612,P005838,18,Ana Weiss De Rossi,1928,"Rossi, Alberto M.",Óleo,101,77,"Adquirido al autor con destino al Museo de Arte Moderno, 1929-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6613,P008078,59,Alfonso Xiii Con Hábito De Maestre De Las Órdenes Militares,1928,"Vázquez Úbeda, Carlos",Óleo,170,131,"Museo Nacional de Arte Moderno, hasta 1971; Museo Español de Arte Contemporáneo, 1971-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
6614,P007882,30,Bodegón Con Caracolas Y Libros,Hacia  1933,"Pinazo Martínez, José",Óleo,61,83,"Adquirido a Magdalena Mitjans, viuda del artista, con destino al Museo de Arte Moderno, 1935; Museo de Arte Moderno, 1935-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6615,P004593,5,Árbol,1929,"Riancho y Gómez de la Mora, Agustín de",Óleo,96,66,"Adquirido a Fernanda Riancho Ontaneda, sobrina del pintor, 1934; Museo de Arte Moderno, 1934-1968; Museo Español de Arte Contemporáneo, 1968-1971.",Lienzo
6616,P004850,23,Desembarco De Alhucemas,1929,"Moreno Carbonero, José",Óleo,137,226,"Donación del autor, 1929; Museo de Arte Moderno",Lienzo
6617,P006443,18,Invierno En Berlín,1929,"Dery, Bela",Óleo,66,54,"Adquirido al autor, 1930; Museo de Arte Moderno, 1930-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6618,P006336,12,Ría De Arosa,Hacia  1934,"Llorens Díaz, Francisco",Óleo,84,101,"Adquirido con destino al Museo de Arte Moderno, 1935; Museo de Arte Moderno, 1935-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6619,P007843,7,Acarreo,1930,"Aguado Arnal, Rafael",Óleo,150,205,"Adquirido al autor, 1930; Museo de Arte Moderno, 1930-1971. Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6620,P007956,21,Tecelanas O Tejedoras,Hacia  1935,"Álvarez de Sotomayor y Zaragoza, Fernando",Óleo,"60,5",73,"Donación de los herederos del pintor para el Museo de Arte Moderno, 1961; Museo Español de Arte Contemporáneo, 1968-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016",Lienzo
6621,P007976,9,El Jardín,Hacia  1936,"Isern Alié, Pedro",Óleo,"108,5","72,5","Museo de Arte Moderno, 1936-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6622,P007649,6,Páramo,1932,"Santa María Sedano, Marceliano",Óleo,55,70,"Adquirido al autor con destino al Museo de Arte Moderno, 1939; Museo de Arte Moderno, 1939-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6623,P007891,16,Mañana De Agosto,1933,"García Martínez, Emilio",Óleo,100,81,"Museo de Arte Moderno, 1934-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6624,P007952,41,"Armonía (María Rosario, Hija Del Artista)",Hacia  1938,"Álvarez de Sotomayor y Zaragoza, Fernando",Óleo,100,81,"Donación de los herederos del pintor con destino al Museo de Arte Moderno, 1961; Museo de Arte Moderno, 1971; Museo Nacional Centro de Arte Reina Sofía, 1995-2016",Táblex
6625,P005550,47,"Joaquín Dualde, Ministro De Instrucción Pública",1935,"Viscai Albert, Fernando",Óleo,125,120,"Adquirido al autor con destino al Museo de Arte Moderno, 1935; Museo de Arte Moderno, 1935-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6626,P005687,6,Marina,1935 - 1940,"Meifrén Roig, Eliseo",Óleo,60,80,"Adquirido al autor, 1928; Museo de Arte Moderno; Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
6627,P008185,8,Ana Ruiz,Hacia  1940,"Machado Ruiz, José",Óleo,"88,5","66,5","Donación de Matea Monedero al Museo Nacional de Arte Moderno, 1961; Museo Español de Arte Contemporáneo, 1971-1988; Museo Nacional Centro de Arte Reina Sofía, 1988-2016",Lienzo
6628,P008186,15,Antonio Machado,Hacia  1940,"Machado Ruiz, José",Óleo,"88,5","68,5","Donación Matea Monedero al Museo Nacional de Arte Moderno, 1961; Museo Español de Arte Contemporáneo, 1971-1988; Museo Nacional Centro de Arte Reina Sofía, 1988-2016",Lienzo
6629,P008187,14,Manuel Machado,Hacia  1940,"Machado Ruiz, José",Óleo,88,68,"Donación Matea Monedero al Museo Nacional de Arte Moderno, 1961; Museo Español de Arte Contemporáneo, 1971-1988; Museo Nacional Centro de Arte Reina Sofía, 1988-2016",Lienzo
6630,P007844,30,Montserrat Güell López-Bertrán,Hacia  1940,"Álvarez de Sotomayor y Zaragoza, Fernando",Óleo,240,"155,5","Adquirido a Montserrat Güell para el Museo de Arte Moderno, 1963; Museo Español de Arte Contemporáneo, 1968-1995; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6631,P007849,50,"Montserrat Güell Como Diana En El Baño, O Desnudos",Hacia  1940,"Álvarez de Sotomayor y Zaragoza, Fernando",Óleo,240,155,"Adquirido a Montserrat Güell para el Museo de Arte Moderno, 1963; Museo Español de Arte Contemporáneo, 1968-1995; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6632,P006324,12,Alfonso Xiii,Hacia  1940,"Álvarez de Sotomayor y Zaragoza, Fernando",Óleo,65,50,Fernando Álvarez de Sotomayor y Zaragoza,Lienzo
6633,P006325,27,El General Francisco Franco,Hacia  1943,"Álvarez de Sotomayor y Zaragoza, Fernando",Óleo,100,81,Fernando Álvarez de Sotomayor y Zaragoza,Lienzo
6634,P007886,37,"Pepa Das Nenas (Bergantiños, Galicia)",Hacia  1945,"Álvarez de Sotomayor y Zaragoza, Fernando",Óleo,76,64,"Donación de los herederos del pintor para el Museo de Arte Moderno, 1961; Museo Español de Arte Contemporáneo, 1968-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016",Lienzo sobre tabla
6635,P007954,63,"Pilar De Castro Gómez, Esposa Del Pintor, En Su Casa De Sergude",Hacia  1945,"Álvarez de Sotomayor y Zaragoza, Fernando",Óleo,130,112,"Donación de los herederos del pintor para el Museo de Arte Moderno, 1961; Museo Español de Arte Contemporáneo, 1968-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016",Lienzo
6636,P007895,15,Capra Hispánica,1941,"Benedito Vives, Manuel",Óleo,160,108,"Adquirido para el Museo de Arte Moderno, 1941; Museo Español de Arte Contemporáneo, 1968-1995; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6637,P008128,10,Un Mercado,1941,"Díaz Domínguez, Ángel",Óleo,205,159,"Adquirido para el Museo de Arte Moderno, 1941.",Lienzo
6638,P007990,15,Ceres O Desnudo,Hacia  1946,"Álvarez de Sotomayor y Zaragoza, Fernando",Óleo,146,"170,5","Donación de los herederos del pintor para el Museo de Arte Moderno, 1961; Museo Español de Arte Contemporáneo, 1968-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016",Lienzo
6639,P008070,6,Jardín,Hacia  1948,"Tosi, Arturo",Óleo,60,50,"Adquisición del Patronato Nacional de Museos, 1948; Museo Nacional de Arte Moderno, 1948-1971; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
6640,P008094,29,El Convento De Flores (Álora),1945 - 1950,"Sawyer, Wells Moses",Óleo,"40,3","50,7","Donación de K. Wells Sawyer, esposa del pintor, con destino al Museo de Arte Moderno, 1965; Museo de Arte Moderno, 1965-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6641,P008096,6,Cuenca,1945 - 1950,"Sawyer, Wells Moses",Óleo,"61,5",51,"Donación de K. Wells Sawyer, esposa del pintor, con destino al Museo de Arte Moderno, 1965; Museo de Arte Moderno, 1965-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6642,P008095,31,La Catedral De Gerona. Cataluña,1945 - 1950,"Sawyer, Wells Moses",Óleo,150,"71,5","Donación de K. Wells Sawyer, esposa del pintor, con destino al Museo de Arte Moderno 1965; Museo de Arte Moderno, 1965-1971; Museo del Prado, 1971.",Lienzo
6643,P008097,18,"Salobreña, Granada",1945 - 1950,"Sawyer, Wells Moses",Óleo,86,102,"Donación de K. Wells Sawyer, esposa del pintor, con destino al Museo de Arte Moderno, 1965; Museo de Arte Moderno, 1965-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6644,P008098,40,"El Viejo Monasterio. Los Ángeles, Málaga",1945 - 1950,"Sawyer, Wells Moses",Óleo,86,102,"Donación de K. Wells Sawyer, esposa del pintor, con destino al Museo de Arte Moderno; 1965; Museo de Arte Moderno, 1965-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
6645,P007889,24,Marina (Rocas De Agaete),1946,"López Ruiz, Manuel",Óleo,"83,5","142,5","Museo de Arte Moderno; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
6646,P007949,21,En San Juan De Jornes,1946 - 1950,"Álvarez de Sotomayor y Zaragoza, Fernando",Óleo,100,80,"Donación de los herederos del pintor para el Museo de Arte Moderno, 1961; Museo Español de Arte Contemporáneo, 1968-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016",Contrachapado
6647,P007995,10,Infortunio,Hacia  1951,"Álvarez de Sotomayor y Zaragoza, Fernando",Óleo,75,65,"Donación de los herederos del pintor para el Museo de Arte Moderno, 1961; Museo Español de Arte Contemporáneo, 1968-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016",Lienzo sobre tabla
6648,P007438,7,Témpera,1947,"Fortuny y Madrazo, Mariano",Témpera,"48,4","40,1","Legado de la viuda del artista al Museo de Arte Moderno, 1951; Museo de Arte Moderno, 1951-1971",Lienzo sobre tabla
6649,P007996,14,Niñas De Aldea,Hacia  1952,"Álvarez de Sotomayor y Zaragoza, Fernando",Óleo,"37,5",45,"Donación de los herederos del pintor para el Museo de Arte Moderno, 1961; Museo Español de Arte Contemporáneo, 1968-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016",Cartón
6650,P007997,15,Estudio De Vaca,Hacia  1954,"Álvarez de Sotomayor y Zaragoza, Fernando",Óleo,40,56,"Donación de los herederos del pintor para el Museo de Arte Moderno, 1961; Museo Español de Arte Contemporáneo, 1968-1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016",Táblex
6651,P008190,7,Paisaje,1950 - 1960 (Hacia),"Carretero Cepeda, Francisco José",Óleo,60,73,"Museo Español de Arte Contemporáneo, hasta 1995; Museo Nacional Centro de Arte Reina Sofía, 1995-2016.",Lienzo
